"191","2015-02-02 15:10:00",23.5,28.025,444.25,1055,0.00502325200960961,1
"192","2015-02-02 15:10:59",23.445,28.125,454.75,1059.5,0.00502449114747957,1
"193","2015-02-02 15:11:59",23.39,28.18,455.8,1060,0.00501758227438523,1
"194","2015-02-02 15:13:00",23.39,28.2,451.6,1073.6,0.00502117211635073,1
"195","2015-02-02 15:14:00",23.39,28.2,451.6,1078.6,0.00502117211635073,1
"196","2015-02-02 15:15:00",23.39,28.2,454.75,1081,0.00502117211635073,1
"197","2015-02-02 15:16:00",23.39,28.2225,454.75,1082,0.00502521073769626,1
"198","2015-02-02 15:16:59",23.39,28.3733333333333,457.5,1088.83333333333,0.00505228580200481,1
"199","2015-02-02 15:17:59",23.37,28.39,464,1090.6,0.00504912954232637,1
"200","2015-02-02 15:19:00",23.39,28.3233333333333,464,1086,0.00504331038348948,1
"201","2015-02-02 15:20:00",23.3733333333333,28.445,464,1092.5,0.00506001703431877,1
"202","2015-02-02 15:21:00",23.39,28.5,471.5,1103.75,0.00507502467892817,1
"203","2015-02-02 15:22:00",23.3233333333333,28.5,475.666666666667,1104.5,0.0050544759894773,1
"204","2015-02-02 15:23:00",23.365,28.5,471.5,1103.5,0.00506731029811295,1
"205","2015-02-02 15:23:59",23.29,28.5,467.75,1112,0.00504422920396206,1
"206","2015-02-02 15:24:59",23.3066666666667,28.5333333333333,466.5,1105.66666666667,0.00505530397430099,1
"207","2015-02-02 15:26:00",23.29,28.7,464,1104,0.00507991640233217,1
"208","2015-02-02 15:27:00",23.29,28.7,467,1117.2,0.00507991640233217,1
"209","2015-02-02 15:28:00",23.29,28.675,467.75,1121.25,0.00507545528038826,1
"210","2015-02-02 15:29:00",23.29,28.6166666666667,466.5,1115.66666666667,0.00506504624269139,1
"211","2015-02-02 15:29:59",23.29,28.66,459,1120,0.00507277863768927,1
"212","2015-02-02 15:30:59",23.29,28.55,464,1123.75,0.0050531506227436,1
"213","2015-02-02 15:32:00",23.29,28.6,470,1116,0.00506207229539191,1
"214","2015-02-02 15:33:00",23.272,28.6,464,1126.8,0.00505652695304372,1
"215","2015-02-02 15:34:00",23.2,28.4175,464,1112.75,0.00500201570843155,1
"216","2015-02-02 15:35:00",23.23,28.5,449,1104.5,0.0050258311747689,1
"217","2015-02-02 15:36:00",23.29,28.5,464,1108,0.00504422920396206,1
"218","2015-02-02 15:36:59",23.215,28.6333333333333,462.333333333333,1127.83333333333,0.00504492264821108,1
"219","2015-02-02 15:38:00",23.2,28.6,469,1128.75,0.00503439915237488,1
"220","2015-02-02 15:39:00",23.2,28.65,469,1124.25,0.00504327191257943,1
"221","2015-02-02 15:40:00",23.2,28.62,469,1130.4,0.0050379482263243,1
"222","2015-02-02 15:40:59",23.2,28.7,464,1138,0.00505214492389298,1
"223","2015-02-02 15:42:00",23.2,28.7,456.5,1144,0.00505214492389298,1
"224","2015-02-02 15:42:59",23.2,28.718,457,1140,0.0050553392694394,1
"225","2015-02-02 15:43:59",23.2,28.79,450.25,1139.25,0.00506811697708606,1
"226","2015-02-02 15:45:00",23.2,28.79,446,1167.33333333333,0.00506811697708606,1
"227","2015-02-02 15:46:00",23.14,28.79,451.6,1159.6,0.00504961840975861,1
"228","2015-02-02 15:47:00",23.15,28.89,454.75,1157.75,0.00507039060666789,1
"229","2015-02-02 15:48:00",23.15,28.89,448,1159.5,0.00507039060666789,1
"230","2015-02-02 15:49:00",23.18,28.83,444,1156.4,0.00506903438932986,1
"231","2015-02-02 15:49:59",23.1166666666667,28.945,444,1160,0.00506980946716446,1
"232","2015-02-02 15:51:00",23.14,28.956,444,1169.8,0.00507897170322202,1
"233","2015-02-02 15:52:00",23.1,29,444,1176.16666666667,0.00507436212642666,1
"234","2015-02-02 15:53:00",23.1,29.075,444,1175.25,0.00508759281801227,1
"235","2015-02-02 15:53:59",23.1,28.918,444,1166.6,0.00505989720917094,1
"236","2015-02-02 15:55:00",23.1,27.925,444,1140.25,0.0048847835460129,1
"237","2015-02-02 15:55:59",23.06,27.772,444,1089.2,0.00484597890696344,1
"238","2015-02-02 15:56:59",23.02,27.556,435,1042.6,0.00479628399598345,1
"239","2015-02-02 15:58:00",23.01,27.8188333333333,432,1051.1,0.00483943509812856,1
"240","2015-02-02 15:59:00",23,28.0816666666667,429,1059.6,0.00488253791514092,1
"241","2015-02-02 16:00:00",23,27.956,429,1064.6,0.00486051760799699,1
"242","2015-02-02 16:01:00",22.9816666666667,27.9083333333333,429,1061.66666666667,0.00484674149485762,1
"243","2015-02-02 16:01:59",23,27.9266666666667,429,1058.33333333333,0.00485537781204804,1
"244","2015-02-02 16:02:59",23,28.018,429,1061.6,0.00487138154496758,1
"245","2015-02-02 16:04:00",22.9816666666667,28.0666666666667,429,1070.33333333333,0.00487445417299691,1
"246","2015-02-02 16:05:00",22.945,28.1,429,1074,0.00486938124670424,1
"247","2015-02-02 16:06:00",23,28.1,429,1086.25,0.0048857505561061,1
"248","2015-02-02 16:07:00",22.956,28.2,429,1089.6,0.00489012795696835,1
"249","2015-02-02 16:08:00",22.9725,28.1,429,1085,0.00487755984259212,1
"250","2015-02-02 16:08:59",22.945,28.1333333333333,429,1085,0.00487520277362808,1
"251","2015-02-02 16:09:59",23,28.2,429,1088,0.00490327463194147,1
"252","2015-02-02 16:11:00",22.945,28.2,429,1091.75,0.00488684615185727,1
"253","2015-02-02 16:12:00",23,28.1333333333333,429,1091.33333333333,0.00489159180585966,1
"254","2015-02-02 16:13:00",22.912,28.1,429,1088.2,0.00485958290505565,1
"255","2015-02-02 16:14:00",22.89,28.1,429,1087.5,0.00485306034574781,1
"256","2015-02-02 16:14:59",22.89,27.956,432,1079.2,0.00482799752977294,1
"257","2015-02-02 16:15:59",22.865,27.84,432.75,1077.25,0.00480047642649419,1
"258","2015-02-02 16:17:00",22.8733333333333,27.6833333333333,439,1064.16666666667,0.00477568424252338,1
"259","2015-02-02 16:18:00",22.8733333333333,27.6,429,1056.4,0.00476119826877342,1
"260","2015-02-02 16:19:00",22.89,27.6,432.75,1043.6,0.00476604528011147,1
"261","2015-02-02 16:20:00",22.815,27.445,432.75,1039.5,0.0047174223493656,1
"262","2015-02-02 16:21:00",22.84,27.3733333333333,436.5,1028.66666666667,0.00471219953995305,1
"263","2015-02-02 16:21:59",22.79,27.365,438,1020.4,0.00469639044961084,1
"264","2015-02-02 16:23:00",22.79,27.2,444,1018,0.00466786058404679,1
"265","2015-02-02 16:24:00",22.79,27.1714285714286,435.428571428571,1015.14285714286,0.00466292061142762,1
"266","2015-02-02 16:25:00",22.79,27.0666666666667,434,1006.33333333333,0.00464480804480218,1
"267","2015-02-02 16:25:59",22.79,27.02,432,1002.6,0.00463674005674535,1
"268","2015-02-02 16:27:00",22.772,26.934,438,993.2,0.00461679349309269,1
"269","2015-02-02 16:27:59",22.76,26.8233333333333,439,983.333333333333,0.00459431462064815,1
"270","2015-02-02 16:28:59",22.7,26.754,432,976.2,0.00456558276701595,1
"271","2015-02-02 16:30:00",22.7225,26.7,432.75,980.75,0.00456256926364279,1
"272","2015-02-02 16:31:00",22.7,26.6833333333333,434,971.333333333333,0.00455343518515253,1
"273","2015-02-02 16:32:00",22.7,26.5333333333333,444,966.666666666667,0.00452765178461813,1
"274","2015-02-02 16:33:00",22.7,26.4633333333333,444,963,0.00451562025722854,1
"275","2015-02-02 16:34:00",22.7,26.445,441.5,952.333333333333,0.00451246921927278,1
"276","2015-02-02 16:34:59",22.7,26.34,444,948,0.00449442297611622,1
"277","2015-02-02 16:36:00",22.7,26.26,444,945,0.00448067415529907,1
"278","2015-02-02 16:37:00",22.7,26.2,441,941.6,0.00447036293569594,1
"279","2015-02-02 16:38:00",22.7,26.16,438,929.8,0.00446348897786061,1
"280","2015-02-02 16:38:59",22.7,26.02,441,923.8,0.00443943131332927,1
"281","2015-02-02 16:40:00",22.7,26.1,440.25,919,0.00445317832394532,1
"282","2015-02-02 16:40:59",22.7,26,439,918.25,0.0044359946549457,1
"283","2015-02-02 16:41:59",22.7,25.934,438,919.4,0.00442465394980727,1
"284","2015-02-02 16:43:00",22.7,25.9266666666667,439,927.333333333333,0.00442339389680503,1
"285","2015-02-02 16:44:00",22.7,25.815,432.75,920.25,0.00440420735236127,1
"286","2015-02-02 16:45:00",22.68,25.772,432,902.4,0.00439144943150097,1
"287","2015-02-02 16:46:00",22.64,25.696,429,904.4,0.00436771760822153,1
"288","2015-02-02 16:46:59",22.6,25.575,429,897,0.00433639010072962,1
"289","2015-02-02 16:47:59",22.6666666666667,25.6,429,892,0.00435838319402606,1
"290","2015-02-02 16:49:00",22.6,25.525,433.5,882.5,0.00432785332156062,1
"291","2015-02-02 16:50:00",22.62,25.476,436.2,887.2,0.00432477212303797,1
"292","2015-02-02 16:51:00",22.625,25.55,442.5,889.25,0.00433874780423475,1
"293","2015-02-02 16:52:00",22.6,25.39,443.4,889.2,0.00430480518013568,1
"294","2015-02-02 16:53:00",22.65,25.42,438,880.75,0.0043231196096785,1
"295","2015-02-02 16:53:59",22.6,25.2675,442.5,868.75,0.0042838925937963,1
"296","2015-02-02 16:54:59",22.6,25.218,439.8,861,0.00427544259793873,1
"297","2015-02-02 16:56:00",22.6,25.2,439.8,860.6,0.0042723699287058,1
"298","2015-02-02 16:57:00",22.6,25.2,435.5,864,0.0042723699287058,1
"299","2015-02-02 16:58:00",22.6,25.15,430.75,859,0.00426383489458762,1
"300","2015-02-02 16:59:00",22.6,25.14,440.6,854.4,0.00426212791568025,1
"301","2015-02-02 16:59:59",22.6,25.15,428.2,847.4,0.00426383489458762,1
"302","2015-02-02 17:00:59",22.6,25.04,432.2,837.2,0.00424505863838244,1
"303","2015-02-02 17:02:00",22.6,25.05,431.75,834.75,0.00424676552424079,1
"304","2015-02-02 17:03:00",22.6,25.06,429.2,832.4,0.0042484724194037,1
"305","2015-02-02 17:04:00",22.6,25,433,832,0.00423823118799312,1
"306","2015-02-02 17:05:00",22.6,25,433,836.25,0.00423823118799312,1
"307","2015-02-02 17:06:00",22.6,25,428.2,832.6,0.00423823118799312,1
"308","2015-02-02 17:06:59",22.6,25.025,428.25,821.5,0.0042424983270408,1
"309","2015-02-02 17:08:00",22.6,25.1,425.4,832.4,0.00425530009310245,1
"310","2015-02-02 17:09:00",22.6,25.08,429.2,832.4,0.0042518862376435,1
"311","2015-02-02 17:10:00",22.56,25.02,433,830.75,0.0042312841785683,1
"312","2015-02-02 17:10:59",22.58,25.08,433,821.5,0.00424669048857924,1
"313","2015-02-02 17:12:00",22.575,25.075,433,818.25,0.00424454028030122,1
"314","2015-02-02 17:12:59",22.56,24.912,433,819.8,0.00421289593420237,1
"315","2015-02-02 17:13:59",22.55,25.2,433,822.5,0.00425932809708705,1
"316","2015-02-02 17:15:00",22.6,24.9175,433,818,0.00422415004171152,1
"317","2015-02-02 17:16:00",22.58,25.06,433,812.8,0.00424328087024612,1
"318","2015-02-02 17:17:00",22.5666666666667,24.9083333333333,433,816.5,0.00421398909213464,1
"319","2015-02-02 17:18:00",22.525,24.945,433,822.25,0.00420949461543371,1
"320","2015-02-02 17:19:00",22.54,24.89,433,825,0.0042040055610701,1
"321","2015-02-02 17:19:59",22.5,24.865,433,816.5,0.00418949204255268,1
"322","2015-02-02 17:21:00",22.5,24.9175,433,811.5,0.00419839744963948,1
"323","2015-02-02 17:22:00",22.5,24.9116666666667,433,811,0.00419740794745465,1
"324","2015-02-02 17:23:00",22.56,24.81,433,812.2,0.00419553025049749,1
"325","2015-02-02 17:23:59",22.525,24.89,426,814.25,0.00420015063495153,1
"326","2015-02-02 17:25:00",22.52,24.976,430.2,824,0.00421347256504319,1
"327","2015-02-02 17:25:59",22.575,25.075,433,834.5,0.00424454028030123,1
"328","2015-02-02 17:26:59",22.6,25,433,837,0.00423823118799312,1
"329","2015-02-02 17:28:00",22.6,25.0214285714286,433,841.166666666667,0.00424188873218796,1
"330","2015-02-02 17:29:00",22.6,25.0428571428571,433,845.333333333333,0.00424554631910682,1
"331","2015-02-02 17:30:00",22.6,25.1,433,854.75,0.00425530009310245,1
"332","2015-02-02 17:31:00",22.6,25.1,428.333333333333,850.333333333333,0.00425530009310245,1
"333","2015-02-02 17:31:59",22.6,25.08,424.6,845.4,0.0042518862376435,1
"334","2015-02-02 17:32:59",22.6,25.1666666666667,433,854.333333333333,0.00426667988011176,1
"335","2015-02-02 17:34:00",22.6,25.0666666666667,428.333333333333,849.333333333333,0.00424961035468154,0
"336","2015-02-02 17:35:00",22.6,25.2,422.5,853,0.0042723699287058,0
"337","2015-02-02 17:36:00",22.6,25.2,423.666666666667,853,0.0042723699287058,0
"338","2015-02-02 17:37:00",22.54,25.16,424.6,852,0.0042499210749079,0
"339","2015-02-02 17:38:00",22.54,25.16,427.4,853.6,0.0042499210749079,0
"340","2015-02-02 17:38:59",22.54,25.14,421.8,845.6,0.0042465196948245,0
"341","2015-02-02 17:39:59",22.525,25.1,426,834.25,0.00423582915169482,0
"342","2015-02-02 17:41:00",22.5,25.04,421.8,826.4,0.00421917771792251,0
"343","2015-02-02 17:42:00",22.5,25,419,819.6,0.00421239217255268,0
"344","2015-02-02 17:43:00",22.5,25,419,829.6,0.00421239217255268,0
"345","2015-02-02 17:44:00",22.5,25,419,824,0.00421239217255268,0
"346","2015-02-02 17:44:59",22.5,24.912,419,814.2,0.0041974644903524,0
"347","2015-02-02 17:45:59",22.5,24.89,419,813.5,0.0041937326810038,0
"348","2015-02-02 17:47:00",22.5,24.89,419,813.8,0.0041937326810038,0
"349","2015-02-02 17:48:00",22.5,24.89,419,811,0.0041937326810038,0
"350","2015-02-02 17:49:00",22.478,24.87,419,804.6,0.00418470411108146,0
"351","2015-02-02 17:50:00",22.456,24.83,419,807.8,0.00417230818064312,0
"352","2015-02-02 17:51:00",22.5,24.8566666666667,419,802.333333333333,0.00418807850916583,0
"353","2015-02-02 17:51:59",22.4175,24.7475,419,796.75,0.00414856636550583,0
"354","2015-02-02 17:53:00",22.456,24.81,419,794.4,0.00416892495641864,0
"355","2015-02-02 17:54:00",22.39,24.7,419,790.6,0.00413358648459168,0
"356","2015-02-02 17:55:00",22.4175,24.7225,419,789.75,0.0041443475474366,0
"357","2015-02-02 17:55:59",22.39,24.7,419,782.2,0.00413358648459168,0
"358","2015-02-02 17:57:00",22.39,24.7225,419,772.25,0.00413737694389585,1
"359","2015-02-02 17:57:59",22.39,24.7170833333333,419,772.925,0.00413646442172095,1
"360","2015-02-02 17:58:59",22.39,24.7116666666667,419,773.6,0.00413555190220584,1
"361","2015-02-02 18:00:00",22.39,24.625,419,773.75,0.00412095195168535,1
"362","2015-02-02 18:01:00",22.39,24.754,416.2,771.8,0.00414268366402263,1
"363","2015-02-02 18:02:00",22.39,24.912,418.6,782.8,0.00416930285551727,1
"364","2015-02-02 18:03:00",22.39,25.245,415,796.5,0.00422541274126769,1
"365","2015-02-02 18:04:00",22.39,25.0925,310.25,809,0.00419971552453032,1
"366","2015-02-02 18:04:59",22.39,25,0,805.5,0.0041841297156888,0
"367","2015-02-02 18:06:00",22.35,24.978,0,791.4,0.00417019632275524,0
"368","2015-02-02 18:07:00",22.3233333333333,25,0,779.333333333333,0.00416708241580403,0
"369","2015-02-02 18:08:00",22.365,24.9725,0,780.75,0.00417310345378263,0
"370","2015-02-02 18:08:59",22.315,24.89,0,781.75,0.00414650784083818,0
"371","2015-02-02 18:10:00",22.29,24.9175,0,781,0.00414476697940617,0
"372","2015-02-02 18:10:59",22.29,24.912,0,778.4,0.00414384601663705,0
"373","2015-02-02 18:11:59",22.26,24.8566666666667,0,769.333333333333,0.00412698756337495,0
"374","2015-02-02 18:13:00",22.254,24.85,0,766.5,0.0041243566010876,0
"375","2015-02-02 18:14:00",22.23,24.7933333333333,0,763.25,0.00410884135392114,0
"376","2015-02-02 18:15:00",22.26,24.8233333333333,0,762.333333333333,0.00412141651164059,0
"377","2015-02-02 18:16:00",22.2,24.79,0,761.5,0.00410073726963565,0
"378","2015-02-02 18:16:59",22.2,24.79,0,761,0.00410073726963565,0
"379","2015-02-02 18:17:59",22.2,24.736,0,757,0.00409174588095119,0
"380","2015-02-02 18:19:00",22.2,24.79,0,752.333333333333,0.00410073726963565,0
"381","2015-02-02 18:20:00",22.1333333333333,24.7,0,748.666666666667,0.00406908365757901,0
"382","2015-02-02 18:21:00",22.1,24.7,0,746.25,0.00406077210033269,0
"383","2015-02-02 18:22:00",22.15,24.7225,0,745.25,0.00407697982248635,0
"384","2015-02-02 18:23:00",22.1,24.7,0,740.666666666667,0.00406077210033269,0
"385","2015-02-02 18:23:59",22.1,24.7,0,738,0.00406077210033269,0
"386","2015-02-02 18:24:59",22.1333333333333,24.7,0,732.666666666667,0.00406908365757901,0
"387","2015-02-02 18:26:00",22.1,24.7,0,727,0.00406077210033269,0
"388","2015-02-02 18:27:00",22.1,24.675,0,716,0.00405663520140821,0
"389","2015-02-02 18:28:00",22.0666666666667,24.6666666666667,0,723.25,0.00404697099901821,0
"390","2015-02-02 18:29:00",22.0666666666667,24.6666666666667,0,718.333333333333,0.00404697099901821,0
"391","2015-02-02 18:29:59",22,24.58,0,716.6,0.00401619278733235,0
"392","2015-02-02 18:30:59",21.978,24.6,0,714,0.0040140562223397,0
"393","2015-02-02 18:32:00",21.978,24.56,0,714.2,0.00400748724931948,0
"394","2015-02-02 18:33:00",21.945,24.6,0,715,0.00400593001937022,0
"395","2015-02-02 18:34:00",21.9266666666667,24.5,0,706.666666666667,0.00398505157493118,0
"396","2015-02-02 18:35:00",21.89,24.5,0,706,0.00397608547610517,0
"397","2015-02-02 18:36:00",21.89,24.525,0,698.75,0.00398016866833722,0
"398","2015-02-02 18:36:59",21.89,24.5,0,692.5,0.00397608547610517,0
"399","2015-02-02 18:38:00",21.89,24.5,0,694.75,0.00397608547610517,0
"400","2015-02-02 18:39:00",21.815,24.4175,0,697.25,0.00394438928261232,0
"401","2015-02-02 18:40:00",21.8233333333333,24.4633333333333,0,692,0.00395386507281094,0
"402","2015-02-02 18:40:59",21.79,24.39,0,691,0.00393386813796092,0
"403","2015-02-02 18:42:00",21.79,24.39,0,689.75,0.00393386813796092,0
"404","2015-02-02 18:42:59",21.79,24.39,0,689,0.00393386813796092,0
"405","2015-02-02 18:43:59",21.7675,24.39,0,687,0.00392842953743671,0
"406","2015-02-02 18:45:00",21.7675,24.365,0,679.75,0.00392437745140477,0
"407","2015-02-02 18:46:00",21.754,24.35,0,668.4,0.00391869166016661,0
"408","2015-02-02 18:47:00",21.7,24.29,0,665.666666666667,0.00389601301458523,0
"409","2015-02-02 18:48:00",21.7,24.29,0,664.75,0.00389601301458523,0
"410","2015-02-02 18:49:00",21.7,24.29,0,668,0.00389601301458523,0
"411","2015-02-02 18:49:59",21.7,24.29,0,661.25,0.00389601301458523,0
"412","2015-02-02 18:51:00",21.64,24.236,0,658.2,0.00387297199396133,0
"413","2015-02-02 18:52:00",21.6,24.2,0,656,0.0038576731827532,0
"414","2015-02-02 18:53:00",21.6,24.2,0,654.8,0.0038576731827532,0
"415","2015-02-02 18:53:59",21.6,24.2225,0,653.75,0.003861282127931,0
"416","2015-02-02 18:55:00",21.5,24.26,0,650.333333333333,0.00384355240302953,0
"417","2015-02-02 18:55:59",21.5,24.2,0,650.75,0.0038339879085467,0
"418","2015-02-02 18:56:59",21.55,24.2,0,648.25,0.00384581447627792,0
"419","2015-02-02 18:58:00",21.5,24.2,0,640.333333333333,0.0038339879085467,0
"420","2015-02-02 18:59:00",21.5,24.2,0,638,0.0038339879085467,0
"421","2015-02-02 19:00:00",21.5,24.2,0,636.25,0.0038339879085467,0
"422","2015-02-02 19:01:00",21.5,24.2,0,636.333333333333,0.0038339879085467,0
"423","2015-02-02 19:01:59",21.5,24.15,0,635.75,0.00382601771979012,0
"424","2015-02-02 19:02:59",21.5,24.175,0,635.5,0.00383000278879255,0
"425","2015-02-02 19:04:00",21.5,24.125,0,627.5,0.00382203270153845,0
"426","2015-02-02 19:05:00",21.5,24.15,0,626.25,0.00382601771979012,0
"427","2015-02-02 19:06:00",21.5,24.125,0,621.5,0.00382203270153845,0
"428","2015-02-02 19:07:00",21.5,24.1,0,621.75,0.00381804773403658,0
"429","2015-02-02 19:08:00",21.5,24.1,0,620.666666666667,0.00381804773403658,0
"430","2015-02-02 19:08:59",21.5,24.1,0,617,0.00381804773403658,0
"431","2015-02-02 19:09:59",21.5,24.1,0,612.75,0.00381804773403658,0
"432","2015-02-02 19:11:00",21.4725,24.075,0,614.5,0.00380760581536113,0
"433","2015-02-02 19:12:00",21.39,24,0,617.333333333333,0.00377641938611092,0
"434","2015-02-02 19:13:00",21.4266666666667,23.9266666666667,0,614.25,0.00377333000182496,0
"435","2015-02-02 19:14:00",21.39,23.9725,0,610.75,0.00377206599728212,0
"436","2015-02-02 19:14:59",21.39,23.9175,0,603,0.00376335940133541,0
"437","2015-02-02 19:15:59",21.39,23.945,0,603.5,0.00376771266902404,0
"438","2015-02-02 19:17:00",21.365,23.89,0,602,0.00375321614938758,0
"439","2015-02-02 19:18:00",21.3233333333333,24,0,605.666666666667,0.00376092485713894,0
"440","2015-02-02 19:19:00",21.34,23.9725,0,604.5,0.0037604533217008,0
"441","2015-02-02 19:20:00",21.315,23.9725,0,599,0.00375465880754887,0
"442","2015-02-02 19:21:00",21.3566666666667,24,0,600,0.00376866510404066,0
"443","2015-02-02 19:21:59",21.39,23.9725,0,596.5,0.00377206599728212,0
"444","2015-02-02 19:23:00",21.315,23.89,0,597.5,0.00374165963273266,0
"445","2015-02-02 19:24:00",21.29,23.945,0,594,0.00374454576336437,0
"446","2015-02-02 19:25:00",21.29,23.9725,0,590.5,0.00374887216352344,0
"447","2015-02-02 19:25:59",21.29,23.89,0,586.666666666667,0.00373589314251898,0
"448","2015-02-02 19:27:00",21.29,23.9266666666667,0,588,0.00374166152982765,0
"449","2015-02-02 19:27:59",21.29,23.89,0,585.5,0.00373589314251898,0
"450","2015-02-02 19:28:59",21.29,23.89,0,584.5,0.00373589314251898,0
"451","2015-02-02 19:30:00",21.254,23.85,0,587.2,0.00372132453722628,0
"452","2015-02-02 19:31:00",21.23,23.8233333333333,0,585,0.00371163679525134,0
"453","2015-02-02 19:32:00",21.218,23.81,0,579.4,0.00370680031023175,0
"454","2015-02-02 19:33:00",21.2,23.79,0,579.333333333333,0.00369955480346118,0
"455","2015-02-02 19:34:00",21.2,23.79,0,581.6,0.00369955480346118,0
"456","2015-02-02 19:34:59",21.2,23.79,0,581.666666666667,0.00369955480346118,0
"457","2015-02-02 19:36:00",21.2,23.79,0,577.5,0.00369955480346118,0
"458","2015-02-02 19:37:00",21.2,23.79,0,577.333333333333,0.00369955480346118,0
"459","2015-02-02 19:38:00",21.2,23.7675,0,574.25,0.00369603506365788,0
"460","2015-02-02 19:38:59",21.2,23.745,0,569,0.00369251536345345,0
"461","2015-02-02 19:40:00",21.2,23.76,0,565.333333333333,0.00369486182585656,0
"462","2015-02-02 19:40:59",21.2,23.7,0,561.4,0.00368547608183853,0
"463","2015-02-02 19:41:59",21.2,23.79,0,567.333333333333,0.00369955480346118,0
"464","2015-02-02 19:43:00",21.175,23.7,0,565.333333333333,0.00367979166359871,0
"465","2015-02-02 19:44:00",21.1666666666667,23.7,0,563.5,0.00367789857519486,0
"466","2015-02-02 19:45:00",21.125,23.675,0,559,0.00366455353347419,0
"467","2015-02-02 19:46:00",21.1,23.65,0,559.5,0.00365501193599322,0
